ZIP,Pkg Sort Code,ACI Hub,Presort Group Name,Phase,DDU Entry Available,Home Delivery Available,Zone from ACI Hub,Phase 1 Transit (bus days)
80909,,LAX,,2,YES,NOT YET,5,
80910,LAX-S-14,LAX,LAX-S,1,YES,NOT YET,5,2
80911,LAX-S-35,LAX,LAX-S,1,YES,NOT YET,5,2
80912,LAX-S-09,LAX,LAX-S,1,YES,NOT YET,5,2
80913,,LAX,,2,YES,NOT YET,5,
80914,LAX-S-09,LAX,LAX-S,1,YES,NOT YET,5,2
80915,LAX-S-09,LAX,LAX-S,1,YES,NOT YET,5,2
80916,LAX-S-14,LAX,LAX-S,1,YES,NOT YET,5,2
80917,LAX-S-22,LAX,LAX-S,1,YES,NOT YET,5,2
80918,LAX-S-22,LAX,LAX-S,1,YES,NOT YET,5,2
80919,,LAX,,2,YES,NOT YET,5,
80920,LAX-S-18,LAX,LAX-S,1,YES,NOT YET,5,2
80921,LAX-S-18,LAX,LAX-S,1,YES,NOT YET,5,2
80922,LAX-S-09,LAX,LAX-S,1,YES,NOT YET,5,2
80923,LAX-S-09,LAX,LAX-S,1,YES,NOT YET,5,2
80924,LAX-S-18,LAX,LAX-S,1,YES,NOT YET,5,2
80925,LAX-S-35,LAX,LAX-S,1,YES,NOT YET,5,2
80926,LAX-S-42,LAX,LAX-S,1,YES,NOT YET,5,2
80927,LAX-S-09,LAX,LAX-S,1,YES,NOT YET,5,2
80928,LAX-S-35,LAX,LAX-S,1,YES,NOT YET,5,2
80929,LAX-S-35,LAX,LAX-S,1,YES,NOT YET,5,2
80930,LAX-S-35,LAX,LAX-S,1,YES,NOT YET,5,2
80931,LAX-S-35,LAX,LAX-S,1,YES,NOT YET,5,2
80932,,LAX,,2,YES,NOT YET,5,
80933,,LAX,,2,YES,NOT YET,5,
80934,,LAX,,2,YES,NOT YET,5,
80935,LAX-S-14,LAX,LAX-S,1,YES,NOT YET,5,2
80936,LAX-S-22,LAX,LAX-S,1,YES,NOT YET,5,2
80937,LAX-S-42,LAX,LAX-S,1,YES,NOT YET,5,2
80938,LAX-S-09,LAX,LAX-S,1,YES,NOT YET,5,2
80939,LAX-S-09,LAX,LAX-S,1,YES,NOT YET,5,2
80941,LAX-S-14,LAX,LAX-S,1,YES,NOT YET,5,2
80942,,LAX,,2,YES,NOT YET,5,
80946,,LAX,,2,YES,NOT YET,5,
80947,,LAX,,2,YES,NOT YET,5,
80949,,LAX,,2,YES,NOT YET,5,
80950,,LAX,,2,YES,NOT YET,5,
80951,LAX-S-09,LAX,LAX-S,1,YES,NOT YET,5,2
80960,LAX-S-42,LAX,LAX-S,1,YES,NOT YET,5,2
80962,LAX-S-18,LAX,LAX-S,1,YES,NOT YET,5,2
80970,LAX-S-09,LAX,LAX-S,1,YES,NOT YET,5,2
80977,,LAX,,2,YES,NOT YET,5,
80995,LAX-S-14,LAX,LAX-S,1,YES,NOT YET,5,2
80997,LAX-S-18,LAX,LAX-S,1,YES,NOT YET,5,2
83301,,LAX,,2,YES,NOT YET,5,
83605,LAX-T-46,LAX,LAX-T,1,YES,NOT YET,5,2
83606,LAX-T-46,LAX,LAX-T,1,YES,NOT YET,5,2
83642,LAX-T-22,LAX,LAX-T,1,YES,NOT YET,5,2
83646,LAX-T-22,LAX,LAX-T,1,YES,NOT YET,5,2
83651,LAX-T-17,LAX,LAX-T,1,YES,NOT YET,5,2
83652,LAX-T-17,LAX,LAX-T,1,YES,NOT YET,5,2
83653,LAX-T-17,LAX,LAX-T,1,YES,NOT YET,5,2
83680,LAX-T-22,LAX,LAX-T,1,YES,NOT YET,5,2
83686,LAX-T-17,LAX,LAX-T,1,YES,NOT YET,5,2
83687,LAX-T-17,LAX,LAX-T,1,YES,NOT YET,5,2
83702,,LAX,,2,YES,NOT YET,5,
83703,,LAX,,2,YES,NOT YET,5,
83704,,LAX,,2,YES,NOT YET,5,
83705,,LAX,,2,YES,NOT YET,5,
83706,,LAX,,2,YES,NOT YET,5,
83709,,LAX,,2,YES,NOT YET,5,
83712,,LAX,,2,YES,NOT YET,5,
83713,,LAX,,2,YES,NOT YET,5,
83714,,LAX,,2,YES,NOT YET,5,
83716,,LAX,,2,YES,NOT YET,5,
83814,,LAX,,2,YES,NOT YET,5,
83815,,LAX,,2,YES,NOT YET,5,
83854,,LAX,,2,YES,NOT YET,5,
84003,LAX-S-39,LAX,LAX-S,1,YES,NOT YET,4,2
84005,LAX-S-04,LAX,LAX-S,1,YES,NOT YET,4,2
84009,LAX-S-25,LAX,LAX-S,1,YES,NOT YET,4,2
84010,LAX-S-28,LAX,LAX-S,1,YES,NOT YET,4,2
84011,LAX-S-28,LAX,LAX-S,1,YES,NOT YET,4,2
84014,,LAX,,2,YES,NOT YET,4,
84015,LAX-S-31,LAX,LAX-S,1,YES,NOT YET,4,2
84016,,LAX,,2,YES,NOT YET,4,
84020,LAX-S-47,LAX,LAX-S,1,YES,NOT YET,4,2
84024,,LAX,,2,YES,NOT YET,4,
84025,,LAX,,2,YES,NOT YET,4,
84037,,LAX,,2,YES,NOT YET,4,
84040,LAX-S-16,LAX,LAX-S,1,YES,NOT YET,4,2
84041,LAX-S-16,LAX,LAX-S,1,YES,NOT YET,4,2
84042,LAX-S-44,LAX,LAX-S,1,YES,NOT YET,4,2
84043,LAX-S-04,LAX,LAX-S,1,YES,NOT YET,4,2
84045,LAX-S-04,LAX,LAX-S,1,YES,NOT YET,4,2
84047,,LAX,,2,YES,NOT YET,4,
84054,LAX-S-28,LAX,LAX-S,1,YES,NOT YET,4,2
84056,LAX-S-31,LAX,LAX-S,1,YES,NOT YET,4,2
84057,LAX-S-57,LAX,LAX-S,1,YES,NOT YET,4,2
84058,LAX-S-43,LAX,LAX-S,1,YES,NOT YET,4,2
84059,LAX-S-57,LAX,LAX-S,1,YES,NOT YET,4,2
84062,LAX-S-44,LAX,LAX-S,1,YES,NOT YET,4,2
84065,LAX-S-08,LAX,LAX-S,1,YES,NOT YET,4,2
84067,LAX-S-54,LAX,LAX-S,1,YES,NOT YET,4,2
84068,,LAX,,2,YES,NOT YET,4,
84070,LAX-S-29,LAX,LAX-S,1,YES,NOT YET,4,2
84075,,LAX,,2,YES,NOT YET,4,
84081,LAX-S-06,LAX,LAX-S,1,YES,NOT YET,4,2
84084,LAX-S-06,LAX,LAX-S,1,YES,NOT YET,4,2
84087,LAX-S-28,LAX,LAX-S,1,YES,NOT YET,4,2
84088,LAX-S-06,LAX,LAX-S,1,YES,NOT YET,4,2
84089,LAX-S-31,LAX,LAX-S,1,YES,NOT YET,4,2
84090,LAX-S-60,LAX,LAX-S,1,YES,NOT YET,4,2
84091,LAX-S-29,LAX,LAX-S,1,YES,NOT YET,4,2
84092,LAX-S-60,LAX,LAX-S,1,YES,NOT YET,4,2
84093,LAX-S-60,LAX,LAX-S,1,YES,NOT YET,4,2
84094,LAX-S-29,LAX,LAX-S,1,YES,NOT YET,4,2
84095,LAX-S-25,LAX,LAX-S,1,YES,NOT YET,4,2
84096,LAX-S-08,LAX,LAX-S,1,YES,NOT YET,4,2
84097,LAX-S-43,LAX,LAX-S,1,YES,NOT YET,4,2
84101,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84102,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84103,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84104,,LAX,,2,YES,NOT YET,4,
84105,LAX-S-51,LAX,LAX-S,1,YES,NOT YET,4,2
84106,LAX-S-51,LAX,LAX-S,1,YES,NOT YET,4,2
84107,LAX-S-17,LAX,LAX-S,1,YES,NOT YET,4,2
84108,,LAX,,2,YES,NOT YET,4,
84109,,LAX,,2,YES,NOT YET,4,
84110,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84111,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84112,,LAX,,2,YES,NOT YET,4,
84113,,LAX,,2,YES,NOT YET,4,
84114,,LAX,,2,YES,NOT YET,4,
84115,LAX-S-59,LAX,LAX-S,1,YES,NOT YET,4,2
84116,LAX-S-58,LAX,LAX-S,1,YES,NOT YET,4,2
84117,LAX-S-56,LAX,LAX-S,1,YES,NOT YET,4,2
84118,LAX-S-12,LAX,LAX-S,1,YES,NOT YET,4,2
84119,LAX-S-02,LAX,LAX-S,1,YES,NOT YET,4,2
84120,LAX-S-02,LAX,LAX-S,1,YES,NOT YET,4,2
84121,,LAX,,2,YES,NOT YET,4,
84122,,LAX,,2,YES,NOT YET,4,
84123,LAX-S-17,LAX,LAX-S,1,YES,NOT YET,4,2
84124,LAX-S-56,LAX,LAX-S,1,YES,NOT YET,4,2
84125,,LAX,,2,YES,NOT YET,4,
84126,,LAX,,2,YES,NOT YET,4,
84127,,LAX,,2,YES,NOT YET,4,
84128,LAX-S-02,LAX,LAX-S,1,YES,NOT YET,4,2
84129,LAX-S-12,LAX,LAX-S,1,YES,NOT YET,4,2
84130,,LAX,,2,YES,NOT YET,4,
84131,,LAX,,2,YES,NOT YET,4,
84132,,LAX,,2,YES,NOT YET,4,
84133,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84134,,LAX,,2,YES,NOT YET,4,
84138,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84139,,LAX,,2,YES,NOT YET,4,
84141,,LAX,,2,YES,NOT YET,4,
84143,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84145,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84147,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84148,,LAX,,2,YES,NOT YET,4,
84150,,LAX,,2,YES,NOT YET,4,
84151,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84152,LAX-S-51,LAX,LAX-S,1,YES,NOT YET,4,2
84157,LAX-S-17,LAX,LAX-S,1,YES,NOT YET,4,2
84158,,LAX,,2,YES,NOT YET,4,
84165,LAX-S-59,LAX,LAX-S,1,YES,NOT YET,4,2
84170,LAX-S-02,LAX,LAX-S,1,YES,NOT YET,4,2
84171,,LAX,,2,YES,NOT YET,4,
84180,LAX-S-46,LAX,LAX-S,1,YES,NOT YET,4,2
84184,,LAX,,2,YES,NOT YET,4,
84190,LAX-S-59,LAX,LAX-S,1,YES,NOT YET,4,2
84199,,LAX,,2,YES,NOT YET,4,
84201,LAX-S-24,LAX,LAX-S,1,YES,NOT YET,4,2
84244,LAX-S-24,LAX,LAX-S,1,YES,NOT YET,4,2
84318,,LAX,,2,YES,NOT YET,4,
84319,,LAX,,2,YES,NOT YET,4,
84321,LAX-S-53,LAX,LAX-S,1,YES,NOT YET,4,2
84322,LAX-S-53,LAX,LAX-S,1,YES,NOT YET,4,2
84323,LAX-S-53,LAX,LAX-S,1,YES,NOT YET,4,2
84326,,LAX,,2,YES,NOT YET,4,
84332,,LAX,,2,YES,NOT YET,4,
84341,,LAX,,2,YES,NOT YET,4,
84401,LAX-S-24,LAX,LAX-S,1,YES,NOT YET,4,2
84402,LAX-S-24,LAX,LAX-S,1,YES,NOT YET,4,2
84403,,LAX,,2,YES,NOT YET,4,
84404,LAX-S-11,LAX,LAX-S,1,YES,NOT YET,4,2
84405,LAX-S-24,LAX,LAX-S,1,YES,NOT YET,4,2
84407,LAX-S-24,LAX,LAX-S,1,YES,NOT YET,4,2
84408,LAX-S-24,LAX,LAX-S,1,YES,NOT YET,4,2
84409,LAX-S-24,LAX,LAX-S,1,YES,NOT YET,4,2
84412,LAX-S-11,LAX,LAX-S,1,YES,NOT YET,4,2
84414,LAX-S-11,LAX,LAX-S,1,YES,NOT YET,4,2
84415,,LAX,,2,YES,NOT YET,4,
84601,,LAX,,2,YES,NOT YET,4,
84602,,LAX,,2,YES,NOT YET,4,
84603,,LAX,,2,YES,NOT YET,4,
84604,,LAX,,2,YES,NOT YET,4,
84605,,LAX,,2,YES,NOT YET,4,
84606,,LAX,,2,YES,NOT YET,4,
84651,,LAX,,2,YES,NOT YET,4,
84660,,LAX,,2,YES,NOT YET,4,
84663,,LAX,,2,YES,NOT YET,4,
84664,,LAX,,2,YES,NOT YET,4,
84721,,LAX,,2,YES,NOT YET,4,
84738,,LAX,,2,YES,NOT YET,4,
84765,,LAX,,2,YES,NOT YET,4,
84770,,LAX,,2,YES,NOT YET,4,
84771,,LAX,,2,YES,NOT YET,4,
84790,,LAX,,2,YES,NOT YET,4,
84791,,LAX,,2,YES,NOT YET,4,
85001,,LAX,,2,YES,NOT YET,4,
85002,,LAX,,2,YES,NOT YET,4,
85003,,LAX,,2,YES,NOT YET,4,
85004,,LAX,,2,YES,NOT YET,4,
85005,LAX-P-60,LAX,LAX-P,1,YES,NOT YET,4,2
85006,,LAX,,2,YES,NOT YET,4,
85007,LAX-P-60,LAX,LAX-P,1,YES,NOT YET,4,2
85008,LAX-T-35,LAX,LAX-T,1,YES,NOT YET,4,2
85009,LAX-P-60,LAX,LAX-P,1,YES,NOT YET,4,2
85010,LAX-T-35,LAX,LAX-T,1,YES,NOT YET,4,2
85011,LAX-P-55,LAX,LAX-P,1,YES,NOT YET,4,2
85012,LAX-P-55,LAX,LAX-P,1,YES,NOT YET,4,2
85013,LAX-P-55,LAX,LAX-P,1,YES,NOT YET,4,2
85014,LAX-P-55,LAX,LAX-P,1,YES,NOT YET,4,2
85015,LAX-P-27,LAX,LAX-P,1,YES,NOT YET,4,2
85016,,LAX,,2,YES,NOT YET,4,
85017,LAX-P-27,LAX,LAX-P,1,YES,NOT YET,4,2
85018,LAX-T-35,LAX,LAX-T,1,YES,NOT YET,4,2
85019,LAX-P-01,LAX,LAX-P,1,YES,NOT YET,4,2
85020,LAX-P-25,LAX,LAX-P,1,YES,NOT YET,4,2
85021,LAX-P-26,LAX,LAX-P,1,YES,NOT YET,4,2
85022,LAX-P-25,LAX,LAX-P,1,YES,NOT YET,4,2
85023,LAX-P-23,LAX,LAX-P,1,YES,NOT YET,4,2
85024,LAX-P-43,LAX,LAX-P,1,YES,NOT YET,4,2
85026,,LAX,,2,YES,NOT YET,4,
85027,LAX-P-23,LAX,LAX-P,1,YES,NOT YET,4,2
85028,LAX-T-27,LAX,LAX-T,1,YES,NOT YET,4,2
85029,LAX-P-20,LAX,LAX-P,1,YES,NOT YET,4,2
85030,,LAX,,2,YES,NOT YET,4,
85031,LAX-P-01,LAX,LAX-P,1,YES,NOT YET,4,2
85032,LAX-T-27,LAX,LAX-T,1,YES,NOT YET,4,2
85033,LAX-P-01,LAX,LAX-P,1,YES,NOT YET,4,2
85034,,LAX,,2,YES,NOT YET,4,
85035,LAX-P-01,LAX,LAX-P,1,YES,NOT YET,4,2
85036,,LAX,,2,YES,NOT YET,4,
85037,LAX-P-01,LAX,LAX-P,1,YES,NOT YET,4,2
85038,,LAX,,2,YES,NOT YET,4,
85039,,LAX,,2,YES,NOT YET,4,
85040,LAX-T-08,LAX,LAX-T,1,YES,NOT YET,4,2
85041,LAX-T-08,LAX,LAX-T,1,YES,NOT YET,4,2
85042,LAX-T-08,LAX,LAX-T,1,YES,NOT YET,4,2
85043,LAX-P-01,LAX,LAX-P,1,YES,NOT YET,4,2
85044,,LAX,,2,YES,NOT YET,4,
85045,,LAX,,2,YES,NOT YET,4,
85046,LAX-T-27,LAX,LAX-T,1,YES,NOT YET,4,2
85048,,LAX,,2,YES,NOT YET,4,
85050,LAX-P-43,LAX,LAX-P,1,YES,NOT YET,4,2
85051,LAX-P-26,LAX,LAX-P,1,YES,NOT YET,4,2
85053,LAX-P-20,LAX,LAX-P,1,YES,NOT YET,4,2
85054,LAX-P-43,LAX,LAX-P,1,YES,NOT YET,4,2
85060,LAX-T-35,LAX,LAX-T,1,YES,NOT YET,4,2
85061,LAX-P-27,LAX,LAX-P,1,YES,NOT YET,4,2
85063,LAX-P-01,LAX,LAX-P,1,YES,NOT YET,4,2
85064,,LAX,,2,YES,NOT YET,4,
85065,,LAX,,2,YES,NOT YET,4,
85066,LAX-T-08,LAX,LAX-T,1,YES,NOT YET,4,2
85067,LAX-P-55,LAX,LAX-P,1,YES,NOT YET,4,2
85068,LAX-P-25,LAX,LAX-P,1,YES,NOT YET,4,2
85069,LAX-P-26,LAX,LAX-P,1,YES,NOT YET,4,2
85071,LAX-P-20,LAX,LAX-P,1,YES,NOT YET,4,2
85072,,LAX,,2,YES,NOT YET,4,
85073,,LAX,,2,YES,NOT YET,4,
85074,,LAX,,2,YES,NOT YET,4,
85075,,LAX,,2,YES,NOT YET,4,
85076,,LAX,,2,YES,NOT YET,4,
85078,LAX-T-27,LAX,LAX-T,1,YES,NOT YET,4,2
85079,LAX-P-27,LAX,LAX-P,1,YES,NOT YET,4,2
85080,LAX-P-23,LAX,LAX-P,1,YES,NOT YET,4,2
85082,,LAX,,2,YES,NOT YET,4,
85083,LAX-P-14,LAX,LAX-P,1,YES,NOT YET,4,2
85085,LAX-P-14,LAX,LAX-P,1,YES,NOT YET,4,2
85086,LAX-P-14,LAX,LAX-P,1,YES,NOT YET,4,2
85117,LAX-T-26,LAX,LAX-T,1,YES,NOT YET,4,2
85118,LAX-T-26,LAX,LAX-T,1,YES,NOT YET,4,2
85119,LAX-T-26,LAX,LAX-T,1,YES,NOT YET,4,2
85120,LAX-T-26,LAX,LAX-T,1,YES,NOT YET,4,2
85138,LAX-T-23,LAX,LAX-T,1,YES,NOT YET,4,2
85140,LAX-T-04,LAX,LAX-T,1,YES,NOT YET,4,2
85178,LAX-T-26,LAX,LAX-T,1,YES,NOT YET,4,2
85190,LAX-T-26,LAX,LAX-T,1,YES,NOT YET,4,2
85193,LAX-T-25,LAX,LAX-T,1,YES,NOT YET,4,2
85194,LAX-T-25,LAX,LAX-T,1,YES,NOT YET,4,2
85201,LAX-T-60,LAX,LAX-T,1,YES,NOT YET,4,2
85202,LAX-T-31,LAX,LAX-T,1,YES,NOT YET,4,2
85203,LAX-T-07,LAX,LAX-T,1,YES,NOT YET,4,2
85204,LAX-T-07,LAX,LAX-T,1,YES,NOT YET,4,2
85205,LAX-T-33,LAX,LAX-T,1,YES,NOT YET,4,2
85206,LAX-T-20,LAX,LAX-T,1,YES,NOT YET,4,2
85207,LAX-T-20,LAX,LAX-T,1,YES,NOT YET,4,2
85208,LAX-T-06,LAX,LAX-T,1,YES,NOT YET,4,2
85209,LAX-T-06,LAX,LAX-T,1,YES,NOT YET,4,2
85210,LAX-T-31,LAX,LAX-T,1,YES,NOT YET,4,2
85211,LAX-T-60,LAX,LAX-T,1,YES,NOT YET,4,2
85212,LAX-T-06,LAX,LAX-T,1,YES,NOT YET,4,2
85213,LAX-T-07,LAX,LAX-T,1,YES,NOT YET,4,2
85214,LAX-T-07,LAX,LAX-T,1,YES,NOT YET,4,2
85215,LAX-T-33,LAX,LAX-T,1,YES,NOT YET,4,2
85216,,LAX,,2,YES,NOT YET,4,
85224,LAX-T-24,LAX,LAX-T,1,YES,NOT YET,4,2
85225,LAX-T-32,LAX,LAX-T,1,YES,NOT YET,4,2
85226,LAX-T-24,LAX,LAX-T,1,YES,NOT YET,4,2
85233,LAX-T-21,LAX,LAX-T,1,YES,NOT YET,4,2
85234,LAX-T-21,LAX,LAX-T,1,YES,NOT YET,4,2
85236,,LAX,,2,YES,NOT YET,4,
85244,LAX-T-32,LAX,LAX-T,1,YES,NOT YET,4,2
85246,LAX-T-24,LAX,LAX-T,1,YES,NOT YET,4,2
85248,LAX-T-09,LAX,LAX-T,1,YES,NOT YET,4,2
85249,LAX-T-09,LAX,LAX-T,1,YES,NOT YET,4,2
85250,LAX-T-42,LAX,LAX-T,1,YES,NOT YET,4,2
85251,LAX-T-29,LAX,LAX-T,1,YES,NOT YET,4,2
85252,LAX-T-29,LAX,LAX-T,1,YES,NOT YET,4,2
85253,LAX-T-42,LAX,LAX-T,1,YES,NOT YET,4,2
85254,LAX-T-28,LAX,LAX-T,1,YES,NOT YET,4,2
85255,LAX-T-37,LAX,LAX-T,1,YES,NOT YET,4,2
85256,LAX-T-29,LAX,LAX-T,1,YES,NOT YET,4,2
85257,LAX-T-29,LAX,LAX-T,1,YES,NOT YET,4,2
85258,LAX-T-42,LAX,LAX-T,1,YES,NOT YET,4,2
85259,LAX-T-53,LAX,LAX-T,1,YES,NOT YET,4,2
85260,LAX-T-28,LAX,LAX-T,1,YES,NOT YET,4,2
85261,LAX-T-42,LAX,LAX-T,1,YES,NOT YET,4,2
85262,LAX-T-37,LAX,LAX-T,1,YES,NOT YET,4,2
85266,LAX-T-37,LAX,LAX-T,1,YES,NOT YET,4,2
85267,LAX-T-28,LAX,LAX-T,1,YES,NOT YET,4,2
85268,LAX-T-53,LAX,LAX-T,1,YES,NOT YET,4,2
85269,LAX-T-53,LAX,LAX-T,1,YES,NOT YET,4,2
85271,LAX-T-29,LAX,LAX-T,1,YES,NOT YET,4,2
85274,LAX-T-31,LAX,LAX-T,1,YES,NOT YET,4,2
85275,LAX-T-07,LAX,LAX-T,1,YES,NOT YET,4,2
85277,LAX-T-33,LAX,LAX-T,1,YES,NOT YET,4,2
85280,,LAX,,2,YES,NOT YET,4,
85281,LAX-T-52,LAX,LAX-T,1,YES,NOT YET,4,2
85282,LAX-T-49,LAX,LAX-T,1,YES,NOT YET,4,2
85283,LAX-T-51,LAX,LAX-T,1,YES,NOT YET,4,2
85284,LAX-T-51,LAX,LAX-T,1,YES,NOT YET,4,2
85285,LAX-T-49,LAX,LAX-T,1,YES,NOT YET,4,2
85286,LAX-T-09,LAX,LAX-T,1,YES,NOT YET,4,2
85287,LAX-T-52,LAX,LAX-T,1,YES,NOT YET,4,2
85295,LAX-T-05,LAX,LAX-T,1,YES,NOT YET,4,2
85296,LAX-T-05,LAX,LAX-T,1,YES,NOT YET,4,2
85297,LAX-T-05,LAX,LAX-T,1,YES,NOT YET,4,2
85298,LAX-T-05,LAX,LAX-T,1,YES,NOT YET,4,2
85299,,LAX,,2,YES,NOT YET,4,
85301,LAX-P-16,LAX,LAX-P,1,YES,NOT YET,4,2
85302,LAX-P-10,LAX,LAX-P,1,YES,NOT YET,4,2
85303,LAX-P-16,LAX,LAX-P,1,YES,NOT YET,4,2
85304,LAX-P-10,LAX,LAX-P,1,YES,NOT YET,4,2
85305,LAX-P-16,LAX,LAX-P,1,YES,NOT YET,4,2
85306,LAX-P-10,LAX,LAX-P,1,YES,NOT YET,4,2
85307,LAX-P-16,LAX,LAX-P,1,YES,NOT YET,4,2
85308,LAX-P-15,LAX,LAX-P,1,YES,NOT YET,4,2
85309,LAX-P-16,LAX,LAX-P,1,YES,NOT YET,4,2
85310,LAX-P-15,LAX,LAX-P,1,YES,NOT YET,4,2
85311,LAX-P-16,LAX,LAX-P,1,YES,NOT YET,4,2
85312,LAX-P-10,LAX,LAX-P,1,YES,NOT YET,4,2
85318,LAX-P-15,LAX,LAX-P,1,YES,NOT YET,4,2
85323,LAX-P-03,LAX,LAX-P,1,YES,NOT YET,4,2
85329,,LAX,,2,YES,NOT YET,4,
85335,,LAX,,2,YES,NOT YET,4,
85338,LAX-P-03,LAX,LAX-P,1,YES,NOT YET,4,2
85340,,LAX,,2,YES,NOT YET,4,
85345,LAX-P-30,LAX,LAX-P,1,YES,NOT YET,4,2
85351,LAX-P-40,LAX,LAX-P,1,YES,NOT YET,4,2
85353,,LAX,,2,YES,NOT YET,4,
85363,LAX-P-40,LAX,LAX-P,1,YES,NOT YET,4,2
85364,LAX-M-08,LAX,LAX-M,1,YES,NOT YET,4,2
85365,LAX-M-08,LAX,LAX-M,1,YES,NOT YET,4,2
85366,LAX-M-08,LAX,LAX-M,1,YES,NOT YET,4,2
85367,,LAX,,2,YES,NOT YET,4,
85369,LAX-M-08,LAX,LAX-M,1,YES,NOT YET,4,2
85374,LAX-P-04,LAX,LAX-P,1,YES,NOT YET,4,2
85375,,LAX,,2,YES,NOT YET,4,
85378,,LAX,,2,YES,NOT YET,4,
85380,LAX-P-30,LAX,LAX-P,1,YES,NOT YET,4,2
85381,LAX-P-06,LAX,LAX-P,1,YES,NOT YET,4,2
85382,LAX-P-06,LAX,LAX-P,1,YES,NOT YET,4,2
85383,LAX-P-06,LAX,LAX-P,1,YES,NOT YET,4,2
85385,LAX-P-06,LAX,LAX-P,1,YES,NOT YET,4,2
85392,LAX-P-03,LAX,LAX-P,1,YES,NOT YET,4,2
85395,LAX-P-03,LAX,LAX-P,1,YES,NOT YET,4,2
85622,,LAX,,2,YES,NOT YET,4,
85658,,LAX,,2,YES,NOT YET,4,
85701,,LAX,,2,YES,NOT YET,4,
85702,,LAX,,2,YES,NOT YET,4,
85704,,LAX,,2,YES,NOT YET,4,
85705,LAX-P-54,LAX,LAX-P,1,YES,NOT YET,4,2
85706,LAX-P-46,LAX,LAX-P,1,YES,NOT YET,4,2
85707,,LAX,,2,YES,NOT YET,4,
85708,LAX-P-48,LAX,LAX-P,1,YES,NOT YET,4,2
85709,,LAX,,2,YES,NOT YET,4,
85710,LAX-P-07,LAX,LAX-P,1,YES,NOT YET,4,2
85711,LAX-P-48,LAX,LAX-P,1,YES,NOT YET,4,2
85712,LAX-P-48,LAX,LAX-P,1,YES,NOT YET,4,2
85713,,LAX,,2,YES,NOT YET,4,
85714,LAX-P-46,LAX,LAX-P,1,YES,NOT YET,4,2
85715,,LAX,,2,YES,NOT YET,4,
85716,,LAX,,2,YES,NOT YET,4,
85717,,LAX,,2,YES,NOT YET,4,
85718,,LAX,,2,YES,NOT YET,4,
85719,,LAX,,2,YES,NOT YET,4,
85721,,LAX,,2,YES,NOT YET,4,
85722,,LAX,,2,YES,NOT YET,4,
85723,,LAX,,2,YES,NOT YET,4,
85724,,LAX,,2,YES,NOT YET,4,
85725,,LAX,,2,YES,NOT YET,4,
85726,,LAX,,2,YES,NOT YET,4,
85728,,LAX,,2,YES,NOT YET,4,
85730,LAX-P-07,LAX,LAX-P,1,YES,NOT YET,4,2
85731,LAX-P-07,LAX,LAX-P,1,YES,NOT YET,4,2
85732,LAX-P-48,LAX,LAX-P,1,YES,NOT YET,4,2
85733,,LAX,,2,YES,NOT YET,4,
85734,LAX-P-46,LAX,LAX-P,1,YES,NOT YET,4,2
85735,LAX-P-53,LAX,LAX-P,1,YES,NOT YET,4,2
85737,,LAX,,2,YES,NOT YET,4,
85738,,LAX,,2,YES,NOT YET,4,
85739,,LAX,,2,YES,NOT YET,4,
85740,,LAX,,2,YES,NOT YET,4,
85741,LAX-P-28,LAX,LAX-P,1,YES,NOT YET,4,2
85742,LAX-P-28,LAX,LAX-P,1,YES,NOT YET,4,2
85743,LAX-P-28,LAX,LAX-P,1,YES,NOT YET,4,2
85744,,LAX,,2,YES,NOT YET,4,
85745,LAX-P-54,LAX,LAX-P,1,YES,NOT YET,4,2
85746,LAX-P-53,LAX,LAX-P,1,YES,NOT YET,4,2
85747,LAX-P-07,LAX,LAX-P,1,YES,NOT YET,4,2
85748,LAX-P-07,LAX,LAX-P,1,YES,NOT YET,4,2
85749,,LAX,,2,YES,NOT YET,4,
85750,,LAX,,2,YES,NOT YET,4,
85751,,LAX,,2,YES,NOT YET,4,
85752,LAX-P-28,LAX,LAX-P,1,YES,NOT YET,4,2
85754,LAX-P-54,LAX,LAX-P,1,YES,NOT YET,4,2
85755,,LAX,,2,YES,NOT YET,4,
85756,LAX-P-46,LAX,LAX-P,1,YES,NOT YET,4,2
85757,LAX-P-53,LAX,LAX-P,1,YES,NOT YET,4,2
86001,LAX-L-35,LAX,LAX-L,1,YES,NOT YET,4,2
86002,LAX-L-35,LAX,LAX-L,1,YES,NOT YET,4,2
86003,LAX-L-35,LAX,LAX-L,1,YES,NOT YET,4,2
86004,LAX-L-35,LAX,LAX-L,1,YES,NOT YET,4,2
86005,LAX-L-35,LAX,LAX-L,1,YES,NOT YET,4,2
86011,LAX-L-35,LAX,LAX-L,1,YES,NOT YET,4,2
